Date,h0,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23
2016-12-01,57.28918335140915,55.08763511100662,53.826416324329166,39.22627611450669,36.76206010602236,48.818819477857886,66.01788837514681,77.651171843737,78.13355532913221,69.72095056395106,70.52934635207248,65.89035019199159,62.989553955781844,62.68471930364225,61.14378837208812,58.16658571266076,60.99537754475091,78.4382378064197,107.57504942249928,76.65951863668052,67.30670536776854,54.64448481652835,54.78567289084725,53.395476662782116
